num_distr									mouse.time
5									5.9412644
5									2.2692694
5									2.7168899
5									1.7152853
5									1.7541828
5									2.1686245
5				MEAN RT	2.290196212				1.839227
5			mean rt 5	2.125999573					1.68835
5			mean rt 10	2.499173752					1.6890258
5									2.2039266
5									1.4982106
5									1.5206736
5									2.3055799
5									2.7644259
5									1.4139062
5									1.6025214
5									1.5955075
5									1.350935
5									1.9464499
5									1.3726149
5									0.9102181
5									1.488236
5									2.1386473
5									1.5394289
5									2.2561102
5									1.2653814
5									1.5391491
5									2.3387015
5									2.7138069
5									2.2803229
5									2.2060103
5									2.788432
5									1.3560928
5									1.6884486
5									1.1892057
5									2.1894152
5									1.605588
5									1.7960478
5									1.4633319
5									1.5484554
5									1.7805483
5									1.6602813
5									2.545697
5									1.8617679
5									2.7095163
5									2.0014955
5									1.6551705
5									2.8630312
5									1.700013
5									3.188092
5									2.3485831
5									2.2957026
5									2.622214
5									3.3811774
5									1.7061671
5									2.2981644
5									1.3883109
5									1.6222521
5									2.080081
5									0.5726527
5									1.4100678
5									1.6890261
5									2.3365242
5									3.2533084
5									3.6731614
5									1.2638382
5									2.9636799
5									3.0394487
5									2.2295765
5									1.5295487
5									1.3465614
5									2.139368
5									1.3565241
5									1.562756
5									2.1628694
5									1.6454905
5									1.6895573
5									2.1725729
5									1.6316613
5									2.9961141
5									1.5137823
5									2.0390058
5									2.0889455
5									2.2312451
5									2.0966336
5									1.6124265
5									1.800193
5									1.5541942
5									1.389253
5									5.5476936
5									2.7564856
5									1.8309332
5									2.646281
5									2.3633723
5									2.3884366
5									2.8895522
5									2.2393452
5									2.6890574
5									1.848843
5									2.5297358
5									1.8196833
5									2.2884839
5									2.4385644
5									1.9223581
5									4.6962851
5									2.3286468
5									3.0387126
5									2.0885365
5									1.5228226
5									1.4284878
5									3.5808705
5									2.8726119
10									2.5229894
10									2.4388287
10									2.6122364
10									2.0218449
10									1.4214241
10									2.6388832
10									2.1728648
10									1.9321169
10									2.9221484
10									1.6476796
10									1.787592
10									3.2316707
10									2.5054954
10									2.8894503
10									4.0798461
10									11.9801007
10									16.9112829
10									1.4966198
10									1.2461336
10									2.3464254
10									1.6465308
10									2.1647502
10									4.5255496
10									2.4633936
10									11.570675
10									11.4463467
10									3.096705
10									2.2473301
10									4.0217682
10									3.2208954
10									2.7723159
10									1.6544454
10									1.8864265
10									2.773587
10									2.0113038
10									1.6209552
10									2.256484
10									1.2061501
10									1.830444
10									1.0778528
10									1.245496
10									1.3047318
10									1.6046257
10									1.7391916
10									1.5056983
10									1.3971943
10									1.8220154
10									1.8389386
10									1.9125201
10									1.4891234
10									1.5394473
10									1.8224225
10									2.1808957
10									1.7554252
10									3.3793525
10									2.3452246
10									1.7228734
10									1.66308
10									1.5453209
10									1.2714953
10									1.6729066
10									1.9963981
10									2.3773902
10									2.1777176
10									1.161789
10									1.3131187
10									2.3381412
10									1.2206947
10									1.328211
10									2.0968811
10									1.7780951
10									1.8720168
10									1.2064492
10									1.6225943
10									2.3622323
10									1.8888533
10									1.5892312
10									1.456543
10									1.1548742
10									1.3358985
10									1.453838
10									1.2728791
10									1.496769
10									1.3706334
10									2.1134536
10									1.8627881
10									3.2560318
10									1.7662459
